label,video,audio,conf_old,conf_new,diff,dist_old,dist_new
positive,/Users/hansalang/Downloads/video-detect-main/romance_detection/syncnet_data/positive/20260221_133537/video.mp4,/Users/hansalang/Downloads/video-detect-main/romance_detection/syncnet_data/positive/20260221_133537/audio.wav,7.403921186923981,1.487528681755066,-5.916392505168915,0.5192157626152039,1.7024942636489868
positive,/Users/hansalang/Downloads/video-detect-main/romance_detection/syncnet_data/positive/20260221_133153/video.mp4,/Users/hansalang/Downloads/video-detect-main/romance_detection/syncnet_data/positive/20260221_133153/audio.wav,6.466515064239502,1.751786470413208,-4.714728593826294,0.7066969871520996,1.6496427059173584
positive,/Users/hansalang/Downloads/video-detect-main/romance_detection/syncnet_data/positive/20260221_133249/video.mp4,/Users/hansalang/Downloads/video-detect-main/romance_detection/syncnet_data/positive/20260221_133249/audio.wav,7.757914066314697,4.966260194778442,-2.791653871536255,0.44841718673706055,1.0067479610443115
positive,/Users/hansalang/Downloads/video-detect-main/romance_detection/syncnet_data/positive/20260221_133433/video.mp4,/Users/hansalang/Downloads/video-detect-main/romance_detection/syncnet_data/positive/20260221_133433/audio.wav,7.217445969581604,2.780585289001465,-4.436860680580139,0.5565108060836792,1.443882942199707
positive,/Users/hansalang/Downloads/video-detect-main/romance_detection/syncnet_data/positive/20260221_133456/video.mp4,/Users/hansalang/Downloads/video-detect-main/romance_detection/syncnet_data/positive/20260221_133456/audio.wav,6.279857158660889,1.5285277366638184,-4.75132942199707,0.7440285682678223,1.6942944526672363
positive,/Users/hansalang/Downloads/video-detect-main/romance_detection/syncnet_data/positive/20260221_133559/video.mp4,/Users/hansalang/Downloads/video-detect-main/romance_detection/syncnet_data/positive/20260221_133559/audio.wav,4.476369619369507,1.6064077615737915,-2.8699618577957153,1.1047260761260986,1.6787184476852417
positive,/Users/hansalang/Downloads/video-detect-main/romance_detection/syncnet_data/positive/20260221_133338/video.mp4,/Users/hansalang/Downloads/video-detect-main/romance_detection/syncnet_data/positive/20260221_133338/audio.wav,7.8967297077178955,4.090113639831543,-3.8066160678863525,0.4206540584564209,1.1819772720336914
positive,/Users/hansalang/Downloads/video-detect-main/romance_detection/syncnet_data/positive/20260221_133413/video.mp4,/Users/hansalang/Downloads/video-detect-main/romance_detection/syncnet_data/positive/20260221_133413/audio.wav,2.955499291419983,3.845556378364563,0.8900570869445801,1.4089001417160034,1.2308887243270874
positive,/Users/hansalang/Downloads/video-detect-main/romance_detection/syncnet_data/positive/20260221_133314/video.mp4,/Users/hansalang/Downloads/video-detect-main/romance_detection/syncnet_data/positive/20260221_133314/audio.wav,6.1844781041145325,2.743479609489441,-3.4409984946250916,0.7631043791770935,1.4513040781021118
positive,/Users/hansalang/Downloads/video-detect-main/romance_detection/syncnet_data/positive/20260221_133518/video.mp4,/Users/hansalang/Downloads/video-detect-main/romance_detection/syncnet_data/positive/20260221_133518/audio.wav,1.3909167051315308,2.0669186115264893,0.6760019063949585,1.7218166589736938,1.5866162776947021
negative,/Users/hansalang/Downloads/video-detect-main/romance_detection/syncnet_data/negative/20260221_133537/neg_01_+364ms/video.mp4,/Users/hansalang/Downloads/video-detect-main/romance_detection/syncnet_data/negative/20260221_133537/neg_01_+364ms/audio.wav,6.596685349941254,1.7198240756988525,-4.876861274242401,0.6806629300117493,1.6560351848602295
negative,/Users/hansalang/Downloads/video-detect-main/romance_detection/syncnet_data/negative/20260221_133537/neg_02_+231ms/video.mp4,/Users/hansalang/Downloads/video-detect-main/romance_detection/syncnet_data/negative/20260221_133537/neg_02_+231ms/audio.wav,6.596685349941254,1.7198240756988525,-4.876861274242401,0.6806629300117493,1.6560351848602295
negative,/Users/hansalang/Downloads/video-detect-main/romance_detection/syncnet_data/negative/20260221_133537/neg_00_+583ms/video.mp4,/Users/hansalang/Downloads/video-detect-main/romance_detection/syncnet_data/negative/20260221_133537/neg_00_+583ms/audio.wav,6.596685349941254,1.7198240756988525,-4.876861274242401,0.6806629300117493,1.6560351848602295
negative,/Users/hansalang/Downloads/video-detect-main/romance_detection/syncnet_data/negative/20260221_133537/neg_03_+632ms/video.mp4,/Users/hansalang/Downloads/video-detect-main/romance_detection/syncnet_data/negative/20260221_133537/neg_03_+632ms/audio.wav,6.596685349941254,1.7198240756988525,-4.876861274242401,0.6806629300117493,1.6560351848602295
negative,/Users/hansalang/Downloads/video-detect-main/romance_detection/syncnet_data/negative/20260221_133537/neg_04_-589ms/video.mp4,/Users/hansalang/Downloads/video-detect-main/romance_detection/syncnet_data/negative/20260221_133537/neg_04_-589ms/audio.wav,4.7053879499435425,1.8924301862716675,-2.812957763671875,1.0589224100112915,1.6215139627456665
negative,/Users/hansalang/Downloads/video-detect-main/romance_detection/syncnet_data/negative/20260221_133153/neg_00_+522ms/video.mp4,/Users/hansalang/Downloads/video-detect-main/romance_detection/syncnet_data/negative/20260221_133153/neg_00_+522ms/audio.wav,6.981035768985748,1.5653955936431885,-5.41564017534256,0.6037928462028503,1.6869208812713623
negative,/Users/hansalang/Downloads/video-detect-main/romance_detection/syncnet_data/negative/20260221_133153/neg_03_-402ms/video.mp4,/Users/hansalang/Downloads/video-detect-main/romance_detection/syncnet_data/negative/20260221_133153/neg_03_-402ms/audio.wav,7.039814293384552,4.8799556493759155,-2.1598586440086365,0.5920371413230896,1.024008870124817
negative,/Users/hansalang/Downloads/video-detect-main/romance_detection/syncnet_data/negative/20260221_133153/neg_04_-747ms/video.mp4,/Users/hansalang/Downloads/video-detect-main/romance_detection/syncnet_data/negative/20260221_133153/neg_04_-747ms/audio.wav,7.482297718524933,2.864046096801758,-4.618251621723175,0.5035404562950134,1.4271907806396484
negative,/Users/hansalang/Downloads/video-detect-main/romance_detection/syncnet_data/negative/20260221_133153/neg_02_-574ms/video.mp4,/Users/hansalang/Downloads/video-detect-main/romance_detection/syncnet_data/negative/20260221_133153/neg_02_-574ms/audio.wav,7.727780044078827,2.73714542388916,-4.990634620189667,0.4544439911842346,1.452570915222168
negative,/Users/hansalang/Downloads/video-detect-main/romance_detection/syncnet_data/negative/20260221_133153/neg_01_-266ms/video.mp4,/Users/hansalang/Downloads/video-detect-main/romance_detection/syncnet_data/negative/20260221_133153/neg_01_-266ms/audio.wav,6.970914900302887,1.8764281272888184,-5.094486773014069,0.6058170199394226,1.6247143745422363
negative,/Users/hansalang/Downloads/video-detect-main/romance_detection/syncnet_data/negative/20260221_133249/neg_04_+778ms/video.mp4,/Users/hansalang/Downloads/video-detect-main/romance_detection/syncnet_data/negative/20260221_133249/neg_04_+778ms/audio.wav,6.396883726119995,1.7184686660766602,-4.678415060043335,0.720623254776001,1.656306266784668
negative,/Users/hansalang/Downloads/video-detect-main/romance_detection/syncnet_data/negative/20260221_133249/neg_01_+666ms/video.mp4,/Users/hansalang/Downloads/video-detect-main/romance_detection/syncnet_data/negative/20260221_133249/neg_01_+666ms/audio.wav,6.396883726119995,1.7184686660766602,-4.678415060043335,0.720623254776001,1.656306266784668
negative,/Users/hansalang/Downloads/video-detect-main/romance_detection/syncnet_data/negative/20260221_133249/neg_00_-702ms/video.mp4,/Users/hansalang/Downloads/video-detect-main/romance_detection/syncnet_data/negative/20260221_133249/neg_00_-702ms/audio.wav,7.1973717212677,5.714556574821472,-1.482815146446228,0.56052565574646,0.8570886850357056
negative,/Users/hansalang/Downloads/video-detect-main/romance_detection/syncnet_data/negative/20260221_133249/neg_03_+435ms/video.mp4,/Users/hansalang/Downloads/video-detect-main/romance_detection/syncnet_data/negative/20260221_133249/neg_03_+435ms/audio.wav,6.396883726119995,1.7184686660766602,-4.678415060043335,0.720623254776001,1.656306266784668
negative,/Users/hansalang/Downloads/video-detect-main/romance_detection/syncnet_data/negative/20260221_133249/neg_02_-393ms/video.mp4,/Users/hansalang/Downloads/video-detect-main/romance_detection/syncnet_data/negative/20260221_133249/neg_02_-393ms/audio.wav,6.776961982250214,1.8285977840423584,-4.948364198207855,0.6446076035499573,1.6342804431915283
negative,/Users/hansalang/Downloads/video-detect-main/romance_detection/syncnet_data/negative/20260221_133433/neg_04_+616ms/video.mp4,/Users/hansalang/Downloads/video-detect-main/romance_detection/syncnet_data/negative/20260221_133433/neg_04_+616ms/audio.wav,7.858727127313614,3.6590945720672607,-4.199632555246353,0.4282545745372772,1.2681810855865479
negative,/Users/hansalang/Downloads/video-detect-main/romance_detection/syncnet_data/negative/20260221_133433/neg_01_+657ms/video.mp4,/Users/hansalang/Downloads/video-detect-main/romance_detection/syncnet_data/negative/20260221_133433/neg_01_+657ms/audio.wav,7.858727127313614,3.6590945720672607,-4.199632555246353,0.4282545745372772,1.2681810855865479
negative,/Users/hansalang/Downloads/video-detect-main/romance_detection/syncnet_data/negative/20260221_133433/neg_00_-718ms/video.mp4,/Users/hansalang/Downloads/video-detect-main/romance_detection/syncnet_data/negative/20260221_133433/neg_00_-718ms/audio.wav,7.6132892072200775,1.6776657104492188,-5.935623496770859,0.4773421585559845,1.6644668579101562
negative,/Users/hansalang/Downloads/video-detect-main/romance_detection/syncnet_data/negative/20260221_133433/neg_03_+454ms/video.mp4,/Users/hansalang/Downloads/video-detect-main/romance_detection/syncnet_data/negative/20260221_133433/neg_03_+454ms/audio.wav,7.858727127313614,3.6590945720672607,-4.199632555246353,0.4282545745372772,1.2681810855865479
negative,/Users/hansalang/Downloads/video-detect-main/romance_detection/syncnet_data/negative/20260221_133433/neg_02_+346ms/video.mp4,/Users/hansalang/Downloads/video-detect-main/romance_detection/syncnet_data/negative/20260221_133433/neg_02_+346ms/audio.wav,7.858727127313614,3.6590945720672607,-4.199632555246353,0.4282545745372772,1.2681810855865479
negative,/Users/hansalang/Downloads/video-detect-main/romance_detection/syncnet_data/negative/20260221_133456/neg_01_-745ms/video.mp4,/Users/hansalang/Downloads/video-detect-main/romance_detection/syncnet_data/negative/20260221_133456/neg_01_-745ms/audio.wav,4.860716462135315,1.5547186136245728,-3.305997848510742,1.027856707572937,1.6890562772750854
negative,/Users/hansalang/Downloads/video-detect-main/romance_detection/syncnet_data/negative/20260221_133456/neg_04_-550ms/video.mp4,/Users/hansalang/Downloads/video-detect-main/romance_detection/syncnet_data/negative/20260221_133456/neg_04_-550ms/audio.wav,5.813295245170593,2.944847345352173,-2.8684478998184204,0.8373409509658813,1.4110305309295654
